geo,geoCode,date,polCode,polName,level,flag
Honduras,HND,2020-03-16,C6,Stay at home requirements,3,1
Honduras,HND,2020-08-22,C6,Stay at home requirements,2,0
Honduras,HND,2020-01-01,C7,Restrictions on internal movement,0,NA
Honduras,HND,2020-03-16,C7,Restrictions on internal movement,2,1
Honduras,HND,2020-01-01,C8,International travel controls,0,NA
Honduras,HND,2020-03-16,C8,International travel controls,3,NA
Honduras,HND,2020-03-21,C8,International travel controls,4,NA
Honduras,HND,2020-08-17,C8,International travel controls,1,NA
Honduras,HND,2020-01-01,H1,Public information campaigns,0,NA
Honduras,HND,2020-03-02,H1,Public information campaigns,2,1
Honduras,HND,2020-01-01,H2,Testing policy,0,NA
Honduras,HND,2020-03-04,H2,Testing policy,1,NA
Honduras,HND,2020-01-01,H3,Contact tracing,0,NA
Honduras,HND,2020-03-04,H3,Contact tracing,1,NA
Hong Kong,HKG,2020-01-01,C1,School closing,0,NA
Hong Kong,HKG,2020-01-25,C1,School closing,3,1
Hong Kong,HKG,2020-05-27,C1,School closing,2,1
Hong Kong,HKG,2020-07-15,C1,School closing,3,1
Hong Kong,HKG,2020-01-01,C2,Workplace closing,0,NA
Hong Kong,HKG,2020-01-28,C2,Workplace closing,1,1
Hong Kong,HKG,2020-01-29,C2,Workplace closing,2,1
Hong Kong,HKG,2020-03-02,C2,Workplace closing,0,NA
Hong Kong,HKG,2020-03-23,C2,Workplace closing,2,1
Hong Kong,HKG,2020-05-29,C2,Workplace closing,0,NA
Hong Kong,HKG,2020-07-15,C2,Workplace closing,2,1
Hong Kong,HKG,2020-01-01,C3,Cancel public events,0,NA
Hong Kong,HKG,2020-01-26,C3,Cancel public events,2,1
Hong Kong,HKG,2020-06-19,C3,Cancel public events,0,NA
Hong Kong,HKG,2020-07-15,C3,Cancel public events,2,1
Hong Kong,HKG,2020-01-01,C4,Restrictions on gatherings,0,NA
Hong Kong,HKG,2020-03-29,C4,Restrictions on gatherings,4,1
Hong Kong,HKG,2020-05-08,C4,Restrictions on gatherings,3,1
Hong Kong,HKG,2020-07-15,C4,Restrictions on gatherings,4,1
Hong Kong,HKG,2020-01-01,C5,Close public transport,0,NA
Hong Kong,HKG,2020-01-01,C6,Stay at home requirements,0,NA
Hong Kong,HKG,2020-02-08,C6,Stay at home requirements,1,1
Hong Kong,HKG,2020-01-01,C7,Restrictions on internal movement,0,NA
Hong Kong,HKG,2020-01-01,C8,International travel controls,1,NA
Hong Kong,HKG,2020-01-27,C8,International travel controls,3,NA
Hong Kong,HKG,2020-04-06,C8,International travel controls,4,NA
Hong Kong,HKG,2020-01-01,H1,Public information campaigns,2,1
Hong Kong,HKG,2020-01-01,H2,Testing policy,0,NA
Hong Kong,HKG,2020-01-13,H2,Testing policy,1,NA
Hong Kong,HKG,2020-02-19,H2,Testing policy,2,NA
Hong Kong,HKG,2020-08-07,H2,Testing policy,3,NA
Hong Kong,HKG,2020-01-01,H3,Contact tracing,0,NA
Hong Kong,HKG,2020-01-22,H3,Contact tracing,2,NA
Hungary,HUN,2020-01-01,C1,School closing,0,NA
Hungary,HUN,2020-03-11,C1,School closing,3,1
Hungary,HUN,2020-05-04,C1,School closing,2,1
Hungary,HUN,2020-06-19,C1,School closing,1,1
Hungary,HUN,2020-08-11,C1,School closing,2,0
Hungary,HUN,2020-01-01,C2,Workplace closing,0,NA
Hungary,HUN,2020-03-16,C2,Workplace closing,2,0
Hungary,HUN,2020-05-18,C2,Workplace closing,2,1
Hungary,HUN,2020-06-19,C2,Workplace closing,1,1
Hungary,HUN,2020-01-01,C3,Cancel public events,0,NA
Hungary,HUN,2020-03-11,C3,Cancel public events,2,1
Hungary,HUN,2020-06-19,C3,Cancel public events,1,1
Hungary,HUN,2020-01-01,C4,Restrictions on gatherings,0,NA
Hungary,HUN,2020-03-11,C4,Restrictions on gatherings,1,1
Hungary,HUN,2020-06-19,C4,Restrictions on gatherings,2,1
Hungary,HUN,2020-01-01,C5,Close public transport,0,NA
Hungary,HUN,2020-03-16,C5,Close public transport,1,1
Hungary,HUN,2020-08-11,C5,Close public transport,0,NA
Hungary,HUN,2020-01-01,C6,Stay at home requirements,0,NA
Hungary,HUN,2020-03-12,C6,Stay at home requirements,1,1
Hungary,HUN,2020-03-27,C6,Stay at home requirements,2,1
Hungary,HUN,2020-05-04,C6,Stay at home requirements,2,0
Hungary,HUN,2020-05-18,C6,Stay at home requirements,1,1
Hungary,HUN,2020-01-01,C7,Restrictions on internal movement,0,NA
Hungary,HUN,2020-03-11,C7,Restrictions on internal movement,1,1
Hungary,HUN,2020-03-28,C7,Restrictions on internal movement,2,1
Hungary,HUN,2020-05-04,C7,Restrictions on internal movement,1,1
Hungary,HUN,2020-01-01,C8,International travel controls,0,NA
Hungary,HUN,2020-03-09,C8,International travel controls,3,NA
Hungary,HUN,2020-03-16,C8,International travel controls,4,NA
Hungary,HUN,2020-05-04,C8,International travel controls,3,NA
Hungary,HUN,2020-01-01,H1,Public information campaigns,0,NA
Hungary,HUN,2020-02-28,H1,Public information campaigns,1,1
Hungary,HUN,2020-03-01,H1,Public information campaigns,2,1
Hungary,HUN,2020-01-01,H2,Testing policy,0,NA
Hungary,HUN,2020-02-28,H2,Testing policy,1,NA
Hungary,HUN,2020-01-01,H3,Contact tracing,0,NA
Hungary,HUN,2020-01-28,H3,Contact tracing,2,NA
Iceland,ISL,2020-01-01,C1,School closing,0,NA
Iceland,ISL,2020-03-16,C1,School closing,2,1
Iceland,ISL,2020-05-04,C1,School closing,0,NA
Iceland,ISL,2020-01-01,C2,Workplace closing,0,NA
Iceland,ISL,2020-03-16,C2,Workplace closing,2,1
Iceland,ISL,2020-05-25,C2,Workplace closing,0,NA
Iceland,ISL,2020-07-31,C2,Workplace closing,1,1
Iceland,ISL,2020-01-01,C3,Cancel public events,0,NA
Iceland,ISL,2020-03-16,C3,Cancel public events,2,1
Iceland,ISL,2020-01-01,C4,Restrictions on gatherings,0,NA
Iceland,ISL,2020-03-15,C4,Restrictions on gatherings,3,1
Iceland,ISL,2020-05-25,C4,Restrictions on gatherings,2,1
Iceland,ISL,2020-07-31,C4,Restrictions on gatherings,3,1
Iceland,ISL,2020-01-01,C5,Close public transport,0,NA
Iceland,ISL,2020-01-01,C6,Stay at home requirements,0,NA
Iceland,ISL,2020-01-01,C7,Restrictions on internal movement,0,NA
Iceland,ISL,2020-01-01,C8,International travel controls,0,NA
Iceland,ISL,2020-01-29,C8,International travel controls,2,NA
Iceland,ISL,2020-03-20,C8,International travel controls,3,NA
Iceland,ISL,2020-06-15,C8,International travel controls,2,NA
Iceland,ISL,2020-01-01,H1,Public information campaigns,0,NA
Iceland,ISL,2020-01-23,H1,Public information campaigns,2,0
Iceland,ISL,2020-01-28,H1,Public information campaigns,2,1
Iceland,ISL,2020-01-01,H2,Testing policy,0,NA
Iceland,ISL,2020-03-09,H2,Testing policy,2,NA
Iceland,ISL,2020-03-13,H2,Testing policy,3,NA
Iceland,ISL,2020-01-01,H3,Contact tracing,0,NA
Iceland,ISL,2020-03-09,H3,Contact tracing,2,NA
India,IND,2020-01-01,C1,School closing,0,NA
India,IND,2020-03-04,C1,School closing,2,0
India,IND,2020-03-13,C1,School closing,3,0
India,IND,2020-03-18,C1,School closing,3,1
India,IND,2020-01-01,C2,Workplace closing,0,NA
India,IND,2020-03-16,C2,Workplace closing,1,1
India,IND,2020-03-21,C2,Workplace closing,3,0
India,IND,2020-03-22,C2,Workplace closing,3,1
India,IND,2020-03-23,C2,Workplace closing,3,0
India,IND,2020-03-25,C2,Workplace closing,3,1
India,IND,2020-04-20,C2,Workplace closing,2,1
India,IND,2020-05-04,C2,Workplace closing,2,0
India,IND,2020-06-01,C2,Workplace closing,1,0
India,IND,2020-06-18,C2,Workplace closing,2,0
India,IND,2020-07-01,C2,Workplace closing,1,0
India,IND,2020-07-10,C2,Workplace closing,2,0
India,IND,2020-08-01,C2,Workplace closing,2,1
India,IND,2020-01-01,C3,Cancel public events,0,NA
India,IND,2020-03-05,C3,Cancel public events,1,1
India,IND,2020-03-14,C3,Cancel public events,2,0
India,IND,2020-03-22,C3,Cancel public events,2,1
India,IND,2020-03-23,C3,Cancel public events,2,0
India,IND,2020-03-25,C3,Cancel public events,2,1
India,IND,2020-06-18,C3,Cancel public events,2,0
India,IND,2020-07-01,C3,Cancel public events,2,1
India,IND,2020-01-01,C4,Restrictions on gatherings,0,NA
India,IND,2020-03-19,C4,Restrictions on gatherings,4,0
India,IND,2020-03-22,C4,Restrictions on gatherings,4,1
India,IND,2020-03-23,C4,Restrictions on gatherings,4,0
India,IND,2020-03-25,C4,Restrictions on gatherings,4,1
India,IND,2020-05-04,C4,Restrictions on gatherings,4,0
India,IND,2020-06-09,C4,Restrictions on gatherings,4,1
India,IND,2020-06-18,C4,Restrictions on gatherings,4,0
India,IND,2020-07-01,C4,Restrictions on gatherings,3,1
India,IND,2020-08-29,C4,Restrictions on gatherings,4,0
India,IND,2020-01-01,C5,Close public transport,0,NA
India,IND,2020-03-20,C5,Close public transport,2,0
India,IND,2020-03-22,C5,Close public transport,2,1
India,IND,2020-03-23,C5,Close public transport,2,0
India,IND,2020-03-25,C5,Close public transport,2,1
India,IND,2020-05-04,C5,Close public transport,2,0
India,IND,2020-07-01,C5,Close public transport,1,1
India,IND,2020-01-01,C6,Stay at home requirements,0,NA
India,IND,2020-01-26,C6,Stay at home requirements,1,0
India,IND,2020-03-22,C6,Stay at home requirements,3,1
India,IND,2020-03-23,C6,Stay at home requirements,3,0
India,IND,2020-03-25,C6,Stay at home requirements,3,1
India,IND,2020-05-04,C6,Stay at home requirements,2,0
India,IND,2020-01-01,C7,Restrictions on internal movement,0,NA
India,IND,2020-03-16,C7,Restrictions on internal movement,1,1
India,IND,2020-03-20,C7,Restrictions on internal movement,2,0
India,IND,2020-03-22,C7,Restrictions on internal movement,2,1
India,IND,2020-03-23,C7,Restrictions on internal movement,2,0
India,IND,2020-03-25,C7,Restrictions on internal movement,2,1
India,IND,2020-05-04,C7,Restrictions on internal movement,2,0
India,IND,2020-01-01,C8,International travel controls,0,NA
India,IND,2020-01-26,C8,International travel controls,1,NA
India,IND,2020-03-13,C8,International travel controls,2,NA
India,IND,2020-03-15,C8,International travel controls,3,NA
India,IND,2020-03-22,C8,International travel controls,4,NA
India,IND,2020-05-18,C8,International travel controls,3,NA
India,IND,2020-07-01,C8,International travel controls,4,NA
India,IND,2020-01-01,H1,Public information campaigns,0,NA
India,IND,2020-01-25,H1,Public information campaigns,1,1
India,IND,2020-03-05,H1,Public information campaigns,2,1
India,IND,2020-01-01,H2,Testing policy,0,NA
India,IND,2020-01-25,H2,Testing policy,1,NA
India,IND,2020-04-09,H2,Testing policy,3,NA
India,IND,2020-06-23,H2,Testing policy,2,NA
India,IND,2020-01-01,H3,Contact tracing,0,NA
India,IND,2020-01-26,H3,Contact tracing,1,NA
India,IND,2020-01-31,H3,Contact tracing,2,NA
Indonesia,IDN,2020-01-01,C1,School closing,0,NA
Indonesia,IDN,2020-02-03,C1,School closing,3,0
Indonesia,IDN,2020-03-26,C1,School closing,3,1
Indonesia,IDN,2020-06-30,C1,School closing,2,0
Indonesia,IDN,2020-01-01,C2,Workplace closing,0,NA
Indonesia,IDN,2020-03-15,C2,Workplace closing,1,1
Indonesia,IDN,2020-04-10,C2,Workplace closing,3,0
Indonesia,IDN,2020-06-08,C2,Workplace closing,2,0
Indonesia,IDN,2020-01-01,C3,Cancel public events,0,NA
Indonesia,IDN,2020-03-03,C3,Cancel public events,2,0
Indonesia,IDN,2020-01-01,C4,Restrictions on gatherings,0,NA
Indonesia,IDN,2020-04-07,C4,Restrictions on gatherings,4,0
Indonesia,IDN,2020-01-01,C5,Close public transport,0,NA
Indonesia,IDN,2020-03-16,C5,Close public transport,1,0
Indonesia,IDN,2020-03-17,C5,Close public transport,0,NA
Indonesia,IDN,2020-03-23,C5,Close public transport,1,0
Indonesia,IDN,2020-05-20,C5,Close public transport,0,NA
Indonesia,IDN,2020-01-01,C6,Stay at home requirements,0,NA
Indonesia,IDN,2020-04-10,C6,Stay at home requirements,2,0
Indonesia,IDN,2020-01-01,C7,Restrictions on internal movement,0,NA
Indonesia,IDN,2020-03-29,C7,Restrictions on internal movement,1,0
Indonesia,IDN,2020-04-24,C7,Restrictions on internal movement,2,1
Indonesia,IDN,2020-05-03,C7,Restrictions on internal movement,1,1
Indonesia,IDN,2020-01-01,C8,International travel controls,0,NA
Indonesia,IDN,2020-01-18,C8,International travel controls,1,NA
Indonesia,IDN,2020-02-05,C8,International travel controls,3,NA
Indonesia,IDN,2020-03-19,C8,International travel controls,4,NA
Indonesia,IDN,2020-06-23,C8,International travel controls,1,NA
Indonesia,IDN,2020-07-11,C8,International travel controls,4,NA
Indonesia,IDN,2020-08-11,C8,International travel controls,3,NA
Indonesia,IDN,2020-01-01,H1,Public information campaigns,0,NA
Indonesia,IDN,2020-01-03,H1,Public information campaigns,1,1
Indonesia,IDN,2020-01-29,H1,Public information campaigns,2,1
Indonesia,IDN,2020-01-01,H2,Testing policy,0,NA
Indonesia,IDN,2020-02-17,H2,Testing policy,1,NA
Indonesia,IDN,2020-01-01,H3,Contact tracing,0,NA
Indonesia,IDN,2020-03-15,H3,Contact tracing,1,NA
Iran,IRN,2020-01-01,C1,School closing,0,NA
Iran,IRN,2020-03-05,C1,School closing,3,1
Iran,IRN,2020-05-16,C1,School closing,2,0
Iran,IRN,2020-07-13,C1,School closing,3,0
Iran,IRN,2020-01-01,C2,Workplace closing,0,NA
Iran,IRN,2020-02-26,C2,Workplace closing,1,1
Iran,IRN,2020-03-22,C2,Workplace closing,3,0
Iran,IRN,2020-04-05,C2,Workplace closing,3,1
Iran,IRN,2020-04-11,C2,Workplace closing,2,0
Iran,IRN,2020-05-17,C2,Workplace closing,2,1
Iran,IRN,2020-05-26,C2,Workplace closing,2,0
Iran,IRN,2020-01-01,C3,Cancel public events,0,NA
Iran,IRN,2020-02-20,C3,Cancel public events,1,0
Iran,IRN,2020-02-22,C3,Cancel public events,2,1
Iran,IRN,2020-05-09,C3,Cancel public events,2,0
Iran,IRN,2020-06-21,C3,Cancel public events,1,1
Iran,IRN,2020-07-13,C3,Cancel public events,2,0
Iran,IRN,2020-01-01,C4,Restrictions on gatherings,0,NA
Iran,IRN,2020-04-19,C4,Restrictions on gatherings,1,1
Iran,IRN,2020-05-26,C4,Restrictions on gatherings,0,NA
Iran,IRN,2020-07-11,C4,Restrictions on gatherings,2,0
Iran,IRN,2020-08-04,C4,Restrictions on gatherings,1,1
Iran,IRN,2020-01-01,C5,Close public transport,0,NA
Iran,IRN,2020-03-11,C5,Close public transport,1,1
Iran,IRN,2020-01-01,C6,Stay at home requirements,0,NA
Iran,IRN,2020-03-19,C6,Stay at home requirements,1,1
Iran,IRN,2020-01-01,C7,Restrictions on internal movement,0,NA
Iran,IRN,2020-03-05,C7,Restrictions on internal movement,2,1
Iran,IRN,2020-04-11,C7,Restrictions on internal movement,2,0
Iran,IRN,2020-01-01,C8,International travel controls,0,NA
Iran,IRN,2020-07-11,C8,International travel controls,3,NA
Iran,IRN,2020-01-01,H1,Public information campaigns,0,NA
Iran,IRN,2020-02-26,H1,Public information campaigns,1,1
Iran,IRN,2020-05-17,H1,Public information campaigns,2,1
Iran,IRN,2020-01-01,H2,Testing policy,0,NA
Iran,IRN,2020-05-17,H2,Testing policy,2,NA
Iran,IRN,2020-01-01,H3,Contact tracing,0,NA
Iran,IRN,2020-05-17,H3,Contact tracing,2,NA
Iraq,IRQ,2020-01-01,C1,School closing,0,NA
Iraq,IRQ,2020-02-25,C1,School closing,3,0
Iraq,IRQ,2020-02-27,C1,School closing,3,1
Iraq,IRQ,2020-01-01,C2,Workplace closing,0,NA
Iraq,IRQ,2020-03-17,C2,Workplace closing,3,0
Iraq,IRQ,2020-03-22,C2,Workplace closing,3,1
Iraq,IRQ,2020-04-21,C2,Workplace closing,2,0
Iraq,IRQ,2020-05-26,C2,Workplace closing,2,1
Iraq,IRQ,2020-01-01,C3,Cancel public events,0,NA
Iraq,IRQ,2020-02-25,C3,Cancel public events,2,1
Iraq,IRQ,2020-05-11,C3,Cancel public events,2,0
Iraq,IRQ,2020-05-26,C3,Cancel public events,2,1
Iraq,IRQ,2020-01-01,C4,Restrictions on gatherings,0,NA
Iraq,IRQ,2020-02-25,C4,Restrictions on gatherings,4,1
Iraq,IRQ,2020-01-01,C5,Close public transport,0,NA
Iraq,IRQ,2020-03-13,C5,Close public transport,2,0
Iraq,IRQ,2020-03-22,C5,Close public transport,2,1
Iraq,IRQ,2020-04-21,C5,Close public transport,1,1
Iraq,IRQ,2020-05-26,C5,Close public transport,2,1
Iraq,IRQ,2020-01-01,C6,Stay at home requirements,0,NA
Iraq,IRQ,2020-03-13,C6,Stay at home requirements,2,0
Iraq,IRQ,2020-03-26,C6,Stay at home requirements,2,1
Iraq,IRQ,2020-01-01,C7,Restrictions on internal movement,0,NA
Iraq,IRQ,2020-03-11,C7,Restrictions on internal movement,2,0
Iraq,IRQ,2020-03-16,C7,Restrictions on internal movement,2,1
Iraq,IRQ,2020-01-01,C8,International travel controls,0,NA
Iraq,IRQ,2020-02-20,C8,International travel controls,3,NA
Iraq,IRQ,2020-03-17,C8,International travel controls,4,NA
Iraq,IRQ,2020-08-27,C8,International travel controls,1,NA
Iraq,IRQ,2020-01-01,H1,Public information campaigns,0,NA
Iraq,IRQ,2020-02-19,H1,Public information campaigns,1,0
Iraq,IRQ,2020-02-23,H1,Public information campaigns,2,1
Iraq,IRQ,2020-01-01,H2,Testing policy,0,NA
Iraq,IRQ,2020-02-24,H2,Testing policy,1,NA
Iraq,IRQ,2020-03-26,H2,Testing policy,2,NA
Iraq,IRQ,2020-01-01,H3,Contact tracing,0,NA
Iraq,IRQ,2020-02-25,H3,Contact tracing,1,NA
Ireland,IRL,2020-01-01,C1,School closing,0,NA
Ireland,IRL,2020-03-13,C1,School closing,3,1
Ireland,IRL,2020-06-26,C1,School closing,2,1
Ireland,IRL,2020-01-01,C2,Workplace closing,0,NA
Ireland,IRL,2020-03-12,C2,Workplace closing,1,1
Ireland,IRL,2020-03-27,C2,Workplace closing,3,1
Ireland,IRL,2020-05-18,C2,Workplace closing,2,1
Ireland,IRL,2020-06-26,C2,Workplace closing,1,1
Ireland,IRL,2020-08-08,C2,Workplace closing,3,0
Ireland,IRL,2020-01-01,C3,Cancel public events,0,NA
Ireland,IRL,2020-03-12,C3,Cancel public events,2,1
Ireland,IRL,2020-06-26,C3,Cancel public events,0,NA
Ireland,IRL,2020-08-18,C3,Cancel public events,2,1
Ireland,IRL,2020-01-01,C4,Restrictions on gatherings,0,NA
Ireland,IRL,2020-03-12,C4,Restrictions on gatherings,2,1
Ireland,IRL,2020-03-15,C4,Restrictions on gatherings,4,1
Ireland,IRL,2020-06-26,C4,Restrictions on gatherings,2,1
Ireland,IRL,2020-08-08,C4,Restrictions on gatherings,3,0
Ireland,IRL,2020-01-01,C5,Close public transport,0,NA
Ireland,IRL,2020-03-27,C5,Close public transport,2,1
Ireland,IRL,2020-06-05,C5,Close public transport,0,NA
Ireland,IRL,2020-06-26,C5,Close public transport,1,1
Ireland,IRL,2020-01-01,C6,Stay at home requirements,0,NA
Ireland,IRL,2020-03-26,C6,Stay at home requirements,1,1
Ireland,IRL,2020-03-28,C6,Stay at home requirements,2,1
Ireland,IRL,2020-05-18,C6,Stay at home requirements,1,1
Ireland,IRL,2020-06-26,C6,Stay at home requirements,0,NA
Ireland,IRL,2020-08-08,C6,Stay at home requirements,2,0
Ireland,IRL,2020-01-01,C7,Restrictions on internal movement,0,NA
Ireland,IRL,2020-03-26,C7,Restrictions on internal movement,1,1
Ireland,IRL,2020-03-28,C7,Restrictions on internal movement,2,1
Ireland,IRL,2020-06-26,C7,Restrictions on internal movement,0,NA
Ireland,IRL,2020-08-08,C7,Restrictions on internal movement,2,0
Ireland,IRL,2020-01-01,C8,International travel controls,0,NA
Ireland,IRL,2020-04-06,C8,International travel controls,2,NA
Ireland,IRL,2020-01-01,H1,Public information campaigns,0,NA
Ireland,IRL,2020-02-04,H1,Public information campaigns,1,1
Ireland,IRL,2020-02-29,H1,Public information campaigns,2,1
Ireland,IRL,2020-01-01,H2,Testing policy,0,NA
Ireland,IRL,2020-02-25,H2,Testing policy,2,NA
Ireland,IRL,2020-03-24,H2,Testing policy,1,NA
Ireland,IRL,2020-05-18,H2,Testing policy,2,NA
Ireland,IRL,2020-06-05,H2,Testing policy,1,NA
Ireland,IRL,2020-06-26,H2,Testing policy,2,NA
Ireland,IRL,2020-01-01,H3,Contact tracing,0,NA
Ireland,IRL,2020-02-25,H3,Contact tracing,1,NA
Ireland,IRL,2020-06-05,H3,Contact tracing,2,NA
Israel,ISR,2020-01-01,C1,School closing,0,NA
Israel,ISR,2020-03-13,C1,School closing,3,1
Israel,ISR,2020-05-03,C1,School closing,2,1
Israel,ISR,2020-06-30,C1,School closing,1,1
Israel,ISR,2020-07-27,C1,School closing,1,0
Israel,ISR,2020-08-07,C1,School closing,0,NA
Israel,ISR,2020-01-01,C2,Workplace closing,0,NA
Israel,ISR,2020-03-15,C2,Workplace closing,2,1
Israel,ISR,2020-04-01,C2,Workplace closing,3,1
Israel,ISR,2020-04-26,C2,Workplace closing,2,1
Israel,ISR,2020-07-13,C2,Workplace closing,1,1
Israel,ISR,2020-01-01,C3,Cancel public events,0,NA
Israel,ISR,2020-03-04,C3,Cancel public events,2,1
Israel,ISR,2020-08-07,C3,Cancel public events,0,NA
Israel,ISR,2020-01-01,C4,Restrictions on gatherings,0,NA
Israel,ISR,2020-03-04,C4,Restrictions on gatherings,1,1
Israel,ISR,2020-03-12,C4,Restrictions on gatherings,3,1
Israel,ISR,2020-03-15,C4,Restrictions on gatherings,4,1
Israel,ISR,2020-05-05,C4,Restrictions on gatherings,3,1
Israel,ISR,2020-05-20,C4,Restrictions on gatherings,2,1
Israel,ISR,2020-07-06,C4,Restrictions on gatherings,3,1
Israel,ISR,2020-01-01,C5,Close public transport,0,NA
Israel,ISR,2020-03-16,C5,Close public transport,1,1
Israel,ISR,2020-01-01,C6,Stay at home requirements,0,NA
Israel,ISR,2020-03-17,C6,Stay at home requirements,1,1
Israel,ISR,2020-03-20,C6,Stay at home requirements,2,1
Israel,ISR,2020-04-08,C6,Stay at home requirements,3,1
Israel,ISR,2020-04-19,C6,Stay at home requirements,2,1
Israel,ISR,2020-06-30,C6,Stay at home requirements,2,0
Israel,ISR,2020-07-18,C6,Stay at home requirements,0,NA
Israel,ISR,2020-01-01,C7,Restrictions on internal movement,0,NA
Israel,ISR,2020-03-17,C7,Restrictions on internal movement,1,1
Israel,ISR,2020-04-03,C7,Restrictions on internal movement,2,0
Israel,ISR,2020-04-07,C7,Restrictions on internal movement,2,1
Israel,ISR,2020-04-11,C7,Restrictions on internal movement,2,0
Israel,ISR,2020-04-14,C7,Restrictions on internal movement,2,1
Israel,ISR,2020-04-17,C7,Restrictions on internal movement,2,0
Israel,ISR,2020-04-28,C7,Restrictions on internal movement,2,1
Israel,ISR,2020-04-30,C7,Restrictions on internal movement,2,0
Israel,ISR,2020-07-18,C7,Restrictions on internal movement,0,NA
Israel,ISR,2020-01-01,C8,International travel controls,0,NA
Israel,ISR,2020-02-02,C8,International travel controls,3,NA
Israel,ISR,2020-03-12,C8,International travel controls,4,NA
Israel,ISR,2020-08-16,C8,International travel controls,2,NA
Israel,ISR,2020-01-01,H1,Public information campaigns,0,NA
Israel,ISR,2020-01-27,H1,Public information campaigns,1,0
Israel,ISR,2020-02-02,H1,Public information campaigns,1,1
Israel,ISR,2020-02-09,H1,Public information campaigns,2,1
Israel,ISR,2020-01-01,H2,Testing policy,0,NA
Israel,ISR,2020-01-23,H2,Testing policy,1,NA
Israel,ISR,2020-01-01,H3,Contact tracing,0,NA
Israel,ISR,2020-03-12,H3,Contact tracing,1,NA
Israel,ISR,2020-03-17,H3,Contact tracing,2,NA
Israel,ISR,2020-06-08,H3,Contact tracing,1,NA
Israel,ISR,2020-06-26,H3,Contact tracing,2,NA
Israel,ISR,2020-07-05,H3,Contact tracing,1,NA
Italy,ITA,2020-01-01,C1,School closing,0,NA
Italy,ITA,2020-02-23,C1,School closing,3,0
Italy,ITA,2020-03-04,C1,School closing,3,1
Italy,ITA,2020-01-01,C2,Workplace closing,0,NA
Italy,ITA,2020-02-22,C2,Workplace closing,3,0
Italy,ITA,2020-03-10,C2,Workplace closing,3,1
Italy,ITA,2020-05-04,C2,Workplace closing,1,1
Italy,ITA,2020-05-16,C2,Workplace closing,2,1
Italy,ITA,2020-07-27,C2,Workplace closing,1,1
Italy,ITA,2020-08-17,C2,Workplace closing,2,1
Italy,ITA,2020-01-01,C3,Cancel public events,0,NA
Italy,ITA,2020-02-23,C3,Cancel public events,2,0
Italy,ITA,2020-03-04,C3,Cancel public events,2,1
Italy,ITA,2020-01-01,C4,Restrictions on gatherings,0,NA
Italy,ITA,2020-02-23,C4,Restrictions on gatherings,4,0
Italy,ITA,2020-03-10,C4,Restrictions on gatherings,4,1
Italy,ITA,2020-05-18,C4,Restrictions on gatherings,0,NA
Italy,ITA,2020-06-15,C4,Restrictions on gatherings,2,1
Italy,ITA,2020-01-01,C5,Close public transport,0,NA
Italy,ITA,2020-03-11,C5,Close public transport,1,0
Italy,ITA,2020-03-20,C5,Close public transport,1,1
Italy,ITA,2020-04-12,C5,Close public transport,2,1
Italy,ITA,2020-05-04,C5,Close public transport,0,NA
Italy,ITA,2020-01-01,C6,Stay at home requirements,0,NA
Italy,ITA,2020-02-23,C6,Stay at home requirements,2,0
Italy,ITA,2020-03-10,C6,Stay at home requirements,2,1
Italy,ITA,2020-03-20,C6,Stay at home requirements,3,1
Italy,ITA,2020-04-10,C6,Stay at home requirements,2,1
Italy,ITA,2020-05-04,C6,Stay at home requirements,1,1
Italy,ITA,2020-07-27,C6,Stay at home requirements,0,NA
Italy,ITA,2020-01-01,C7,Restrictions on internal movement,0,NA
Italy,ITA,2020-02-21,C7,Restrictions on internal movement,2,0
Italy,ITA,2020-03-10,C7,Restrictions on internal movement,2,1
Italy,ITA,2020-05-04,C7,Restrictions on internal movement,1,1
Italy,ITA,2020-05-18,C7,Restrictions on internal movement,2,1
Italy,ITA,2020-06-02,C7,Restrictions on internal movement,0,NA
Italy,ITA,2020-01-01,C8,International travel controls,0,NA
Italy,ITA,2020-01-23,C8,International travel controls,1,NA
Italy,ITA,2020-01-30,C8,International travel controls,3,NA
Italy,ITA,2020-05-04,C8,International travel controls,2,NA
Italy,ITA,2020-05-18,C8,International travel controls,3,NA
Italy,ITA,2020-06-03,C8,International travel controls,0,NA
Italy,ITA,2020-06-11,C8,International travel controls,2,NA
Italy,ITA,2020-07-09,C8,International travel controls,3,NA
Italy,ITA,2020-07-27,C8,International travel controls,2,NA
Italy,ITA,2020-08-08,C8,International travel controls,3,NA
Italy,ITA,2020-01-01,H1,Public information campaigns,0,NA
Italy,ITA,2020-01-31,H1,Public information campaigns,2,1
Italy,ITA,2020-01-01,H2,Testing policy,0,NA
Italy,ITA,2020-01-31,H2,Testing policy,1,NA
Italy,ITA,2020-02-26,H2,Testing policy,2,NA
Italy,ITA,2020-01-01,H3,Contact tracing,0,NA
Italy,ITA,2020-01-31,H3,Contact tracing,2,NA
Jamaica,JAM,2020-01-01,C1,School closing,0,NA
Jamaica,JAM,2020-03-13,C1,School closing,3,1
Jamaica,JAM,2020-06-08,C1,School closing,2,1
Jamaica,JAM,2020-08-01,C1,School closing,3,1
Jamaica,JAM,2020-01-01,C2,Workplace closing,0,NA
Jamaica,JAM,2020-03-18,C2,Workplace closing,1,1
Jamaica,JAM,2020-03-25,C2,Workplace closing,2,1
